name,model,display_resolution,OS,processor,Chipset,GPU,memory,storage,ram,primary_camera,secondary_camera,loud_speaker,audio_jack,sensors,battery,colors,price,img_url,,,
Innostream,INNO 30,,,,,,No,,,VGA,No,No,No,,Removable Li-Ion 650 mAh battery,,240,http://cdn2.gsmarena.com/vv/bigpic/ininno30.gif,,,
Innostream,INNO 55,,,,,,No,,,VGA,No,Yes with stereo speakers,No,,Removable Li-Ion 830 mAh battery,,130,http://cdn2.gsmarena.com/vv/bigpic/ininno55.gif,,,
Innostream,INNO 70,,,,,,No,4 MB,,VGA| 180 deg. rotating lens,No,No,No,,Removable Li-Ion battery,,180,http://cdn2.gsmarena.com/vv/bigpic/ininno70.gif,,,
Innostream,INNO 99,,,,,,No,,,VGA,No,Yes,No,,Removable Li-Ion 720 mAh battery,,220,http://cdn2.gsmarena.com/vv/bigpic/ininno99.gif,,,
Innostream,INNO 90,,,,,,No,4 MB,,VGA,No,Yes,No,,Removable Li-Ion 680 mAh battery,Pearl White| Silver,110,http://cdn2.gsmarena.com/vv/bigpic/ininno90.gif,,,
Innostream,INNO 89,,,,,,No,,,CIF,No,No,No,,Removable Li-Ion 720 mAh battery,silver| white| blue,110,http://cdn2.gsmarena.com/vv/bigpic/ininno89.gif,,,
Innostream,INNO 80,,,,,,No,,,CIF,No,Yes,No,,Removable Li-Ion 720 mAh battery,Black| White| Silver,220,http://cdn2.gsmarena.com/vv/bigpic/ininno80.gif,,,
Innostream,INNO 120,,,,,,No,,,,,Yes,No,,Removable Li-Ion 740 mAh battery,,260,http://cdn2.gsmarena.com/vv/bigpic/ininno120.gif,,,
Innostream,INNO 110,,,,,,No,,,,,Yes,No,,Removable Li-Ion 740 mAh battery,,70,http://cdn2.gsmarena.com/vv/bigpic/ininno110.gif,,,
Innostream,INNO 100,,,,,,No,,,,,Yes,No,,Removable Li-Ion 740 mAh battery,,150,http://cdn2.gsmarena.com/vv/bigpic/ininno100.gif,,,
iNQ,Cloud Touch,3.5 inches (~51.6% screen-to-body ratio),Android 2.2 (Froyo),600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  4 GB included,512 MB,,5 MP| autofocus,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1300 mAh battery,Black| White| Red,380,http://cdn2.gsmarena.com/vv/bigpic/inq-cloud-touch.jpg,,,
iNQ,Cloud Q,2.6 inches,Android 2.2 (Froyo),600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD  up to 8 GB (dedicated slot)  4 GB included,4 MB,,5 MP| autofocus,No,Yes,Yes,Accelerometer,Removable Li-Ion 1300 mAh battery,Black| White| Red,130,http://cdn2.gsmarena.com/vv/bigpic/inq-cloud-q.jpg,,,
iNQ,Chat 3G,| -,,,,,microSD  up to 4 GB (dedicated slot),100 MB,,3.15 MP| autofocus,No,Yes,No,,Removable Li-Ion 1150 mAh battery,Various,110,http://cdn2.gsmarena.com/vv/bigpic/inq-chat-3g.jpg,,,
iNQ,Mini 3G,2.2 inches (~31.8% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),50 MB,,2 MP,No,Yes,No,,Removable Li-Ion 1150 mAh battery,Various,260,http://cdn2.gsmarena.com/vv/bigpic/inq-mini-3g.jpg,,,
iNQ,iNQ1,2.2 inches (~32.5% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),50 MB,,3.15 MP,No,Yes,No,,Removable Li-Ion 1150 mAh battery,Various,240,http://cdn2.gsmarena.com/vv/bigpic/inq1.jpg,,,
Intex,Aqua Craze,5.0 inches (~67.3% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.0 GHz Cortex-A53,Mediatek MT6735P,Mali-T720MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery,Gray| White| Gold,130,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-craze.jpg,,,
Intex,Aqua GenX,5.5 inches (~71.5% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Non-removable Li-Ion 2850 mAh battery,White,180,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-genx.jpg,,,
Intex,Aqua Ace,5.0 inches (~66.5% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD  up to 256 GB (dedicated slot),16 GB,3 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Non-removable Li-Po 2300 mAh battery,Black| White,220,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-ace.jpg,,,
Intex,Aqua Trend,5.0 inches (~65.8% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 3000 mAh battery,Champagne| silver| gray| black,110,http://cdn2.gsmarena.com/vv/bigpic/intel-aqua-trend.jpg,,,
Intex,IRist Smartwatch,1.56 inches (~40.5% screen-to-body ratio),Android OS compatible,Dual-core 1.2 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP,No,Yes,No,Accelerometer| gyro| compass,Non-removable Li-Ion 600 mAh battery,Orange| pink| black,160,http://cdn2.gsmarena.com/vv/bigpic/intex-watch.jpg,,,
Intex,Aqua 4G+,5.0 inches (~69.3% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Non-removable Li-Ion 2300 mAh battery,White| Black,220,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-4g.jpg,,,
Intex,Aqua Xtreme II,5.0 inches (~68.5% screen-to-body ratio),Android 4.4.2 (KitKat),Octa-core 1.4 GHz Cortex-A7,Mediatek MT6592M,Mali-450MP4,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2000 mAh battery,White| Black| Champagne| Silver,260,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-xtreme-ii.jpg,,,
Intex,Aqua Y2 Remote,4.0 inches (~56.9% screen-to-body ratio),Android 4.4.2 (KitKat),Dual-core 1.2 GHz Cortex-A7,Mediatek MT6572M,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,2 MP,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Blue| White| Gray,70,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-y2-remote.jpg,,,
Intex,Aqua Xtreme,5.0 inches (~68.7% screen-to-body ratio),Android 5.0 (Lollipop),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,32 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Non-removable Li-Ion 2000 mAh battery,Black| Gray| Red,150,http://cdn2.gsmarena.com/vv/bigpic/intex-xtreme.jpg,,,
Intex,Aqua Star L,5.0 inches (~67.0% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,White| black,380,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-star.jpg,,,
Intex,Aqua Star 2,5.0 inches (~67.9% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.2 GHz,Spreadtrum 7731,Mali-400,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,White| black| blue| gray,130,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-star2.jpg,,,
Intex,Aqua Speed,4.5 inches (~60.4% screen-to-body ratio),Android 4.4.2 (KitKat)| upgradable to 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,16 GB,2 GB RAM,8 MP| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1700 mAh battery,White| black| gray| coffee,110,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-speed.jpg,,,
Intex,Aqua Power,5.0 inches (~68.0% screen-to-body ratio),Android 4.4.2 (KitKat),Octa-core 1.4 GHz Cortex-A7,Mediatek MT6592M,Mali-450MP4,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| LED flash,2 MP,Yes,Yes,Accelerometer| proximity| compass,Li-Ion 4000 mAh battery,White| black| blue| gray,260,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-power.jpg,,,
Intex,Aqua Power +,5.0 inches (~65.1% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 4000 mAh battery,Black/champagne| White/champagne| Champagne| Black/silver,240,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-power-plus.jpg,,,
Intex,Aqua 4.5E,4.5 inches (~60.7% screen-to-body ratio),Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6571,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,2 MP,Yes,Yes,Accelerometer,Removable Li-Ion 1600 mAh battery,Black| Grey/Black| Black/Blue| White/Champagne,130,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-45e.jpg,,,
Jolla,Jolla C,5.0 inches (~67.4% screen-to-body ratio),Sailfish 2.0,Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8909v2 Snapdragon 212,Adreno 304,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery (7.98 Wh),Black/Red,170,http://cdn2.gsmarena.com/vv/bigpic/jolla-c.jpg,,,
Jolla,Tablet,7.85 inches (~67.0% screen-to-body ratio),Sailfish 2.0,Quad-core 1.8 GHz,Intel Atom Z3735F,,microSD  up to 256 GB (dedicated slot) - non microSDXC compliant,32/64 GB,2 GB RAM,5 MP| autofocus,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 4450 mAh battery,Black,170,http://cdn2.gsmarena.com/vv/bigpic/jolla-tablet.jpg,,,
Jolla,Jolla,4.5 inches (~62.7% screen-to-body ratio),Sailfish 1| upgradable to 2.0,Dual-core 1.4 GHz Krait 300,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,8 MP| f/2.4| autofocus| LED flash,2 MP| 720p,Yes,Yes,Accelerometer| gyro| proximity| compass,Removable Li-Ion 2100 mAh battery (7.98 Wh),Various,180,http://cdn2.gsmarena.com/vv/bigpic/jolla-jolla.jpg,,,
Karbonn,Titanium Mach Two S360,5.0 inches (~70.8% screen-to-body ratio),Android 4.4.2 (KitKat)| upgradable to 5.0 (Lollipop),Octa-core 1.4 GHz Cortex-A7,,,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,8 MP,Yes,Yes,Accelerometer| proximity,Non-removable Li-Ion 1900 mAh battery,Deep Blue,140,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-mach-two.jpg,,,
Karbonn,Titanium Wind W4,4.0 inches (~56.6% screen-to-body ratio),Microsoft Windows Phone 8.1,Quad-core 1.2 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,Li-Ion 1950 mAh battery,Black|White| Red,220,http://cdn2.gsmarena.com/vv/bigpic/karbonn-w4.jpg,,,
Karbonn,Titanium S99,4.0 inches (~51.9% screen-to-body ratio),Android 4.4 (KitKat),Quad-core 1.3 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Yes,Li-Ion 1400 mAh battery,Black|White,260,http://cdn2.gsmarena.com/vv/bigpic/karbonn-s99.jpg,,,
Karbonn,Sparkle V,4.5 inches (~63.1% screen-to-body ratio),Android 4.4.4 (KitKat)| upgradable to 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB,4 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1700 mAh battery,Red,80,http://cdn2.gsmarena.com/vv/bigpic/karbonn-sparkle-v.jpg,,,
Karbonn,Titanium S19,5.0 inches (~77.6% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.3 GHz,,,microSD  up to 32 GB,8 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Li-Ion 2000 mAh battery,Black| White,110,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-s19.jpg,,,
Karbonn,Smart A12 Star,4.0 inches (~57.1% screen-to-body ratio),Android 4.4.2 (KitKat),Dual-core 1.2 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Accelerometer| proximity,Li-Ion 1400 mAh battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/karbonn-smart-a12-star.jpg,,,
Karbonn,Titanium S1 Plus,4.0 inches (~51.3% screen-to-body ratio),Android 4.3 (Jelly Bean),Quad-core 1.2 GHz,,Adreno 302,microSD  up to 32 GB,4 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Accelerometer| proximity,Li-Ion 1500 mAh battery,White,80,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-s1-plus.jpg,,,
Karbonn,Titanium Hexa,5.5 inches (~70.5% screen-to-body ratio),Android 4.4.2 (KitKat),Hexa-core 1.5 GHz Cortex-A7,Mediatek MT6591,Mali-450MP4,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Li-Po 2050 mAh battery,Black| White,200,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-hexa.jpg,,,
Karbonn,Titanium Octane Plus,5.0 inches (~64.4% screen-to-body ratio),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,16 GB,2 GB RAM,16 MP| autofocus| LED flash,8 MP,Yes,Yes,Accelerometer| gyro| proximity| compass,Removable Li-Ion 2000 mAh battery,Black| White,220,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-octane-plus.jpg,,,
Karbonn,Titanium Octane,5.0 inches (~66.4% screen-to-body ratio),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,16 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| gyro| proximity| compass,Removable Li-Ion 2000 mAh battery,Black| White,170,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-octane-plus.jpg,,,
Karbonn,Titanium X,5.0 inches (~67.9% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,Mediatek MT6589T,PowerVR SGX544MP2,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| dual-LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Non-removable Li-Ion 2300 mAh battery,Black,200,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-x.jpg,,,
Karbonn,A16,3.9 inches,Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP,Yes,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1350 mAh battery,Black,60,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a16.jpg,,,
Karbonn,A12+,4.0 inches,Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Accelerometer| proximity,Li-Ion 1400 mAh battery,Black/White,60,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a12-plus.jpg,,,
Karbonn,Titanium S5 Plus,5.0 inches (~70.8% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,Yes,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1800 mAh battery,Black| White,120,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-s5-plus.jpg,,,
Karbonn,S7 Titanium,5.0 inches (~66.7% screen-to-body ratio),Android 4.2 (Jelly Bean),Quad-core 1.5 GHz,,,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash,2 MP,Yes,Yes,Accelerometer| gyro| proximity| compass,Li-Ion 2000 mAh battery,Black,180,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-s7.jpg,,,
Karbonn,S9 Titanium,5.5 inches,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| proximity,Li-Ion 2600 mAh battery,White,170,http://cdn2.gsmarena.com/vv/bigpic/karbonn-s9.jpg,,,
Karbonn,A10,3.9 inches,Android 4.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),512 MB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Accelerometer| proximity,Li-Ion 1400 mAh battery,Black,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a10.jpg,,,
Karbonn,A5,3.2 inches,Android 2.3 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,VGA,Yes,Yes,Accelerometer,Li-Ion 1200 mAh battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a5.jpg,,,
Karbonn,A37,7.0 inches (~57.1% screen-to-body ratio),Android 4.1 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,Yes,Yes,Yes,Accelerometer,Li-Ion 3000 mAh battery,Black/White,100,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a37.jpg,,,
Karbonn,A34,7.0 inches (~57.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6515,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,Yes,Yes,Yes,Accelerometer,Li-Ion 3000 mAh battery,Gray/White,90,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a34.jpg,,,
Karbonn,A25,5.0 inches (~62.0% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),114 MB,,5 MP| LED flash,Yes,Yes,Yes,Accelerometer| proximity,Li-Ion 2000 mAh battery,White/Black,80,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a25.jpg,,,
Karbonn,A7 Star,4.5 inches (~74.8% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6517,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),164 MB,,5 MP| LED flash,Yes,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1400 mAh battery,White/Black,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a7.jpg,,,
Karbonn,A4+,4.0 inches (~58.8% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),90 MB,,3.15 MP,No,Yes,Yes,Accelerometer| proximity,Li-Ion 1250 mAh battery,White/Black,50,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a4plus.jpg,,,
Karbonn,A2+,4.0 inches (~57.7% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),,,,microSD  up to 32 GB (dedicated slot),180 MB,,3.15 MP,Yes,Yes,Yes,Accelerometer| proximity,Li-Ion 1750 mAh battery,White/Black,50,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a2plus.jpg,,,
Karbonn,A27 Retina,4.3 inches (~57.8% screen-to-body ratio),Android 4.1 (Jelly Bean),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Accelerometer,Li-Ion 1800 mAh battery,Black,160,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a27-retina.jpg,,,
Karbonn,A111,5.0 inches (~60.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,Yes,Yes,Yes,Accelerometer,Li-Ion 2150 mAh battery,White/Black,150,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a111.jpg,,,
Karbonn,A6,4.0 inches (~54.2% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),104 MB,512 MB RAM,5 MP| LED flash,Yes,Yes,Yes,Accelerometer,Removable Li-Ion 1450 mAh battery,White/Black,80,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a6.jpg,,,
Karbonn,A4,4.0 inches (~57.8% screen-to-body ratio),Android 2.3.6 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),256 MB,512 MB,3.15 MP,Yes,Yes,Yes,Accelerometer,Li-Ion 1400 mAh battery,White/Black,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a4.jpg,,,
Karbonn,A3,4.0 inches (~69.1% screen-to-body ratio),Android 2.3.6 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,VGA,Yes,Yes,Accelerometer,Li-Ion 1400 mAh battery,White/Black,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a3.jpg,,,
Karbonn,A2,4.0 inches (~57.7% screen-to-body ratio),Android 2.3.6 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),200 MB,,3.15 MP,Yes,Yes,Yes,Accelerometer,Li-Ion 1750 mAh battery,White/Black,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a2.jpg,,,
Karbonn,S5 Titanium,5.0 inches (~66.5% screen-to-body ratio),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A5,Qualcomm MSM8225Q Snapdragon S4 Play,Adreno 203,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Blue,160,http://cdn2.gsmarena.com/vv/bigpic/karbonn-s5-titanium.jpg,,,
Karbonn,S1 Titanium,4.5 inches (~62.8% screen-to-body ratio),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,Yes,Yes,Yes,Accelerometer| proximity,Li-Ion 1600 mAh battery,Black| White,150,http://cdn2.gsmarena.com/vv/bigpic/karbonn-s1.jpg,,,
Karbonn,Smart Tab 9,9.0 inches,Android 4.0.4 (Ice Cream Sandwich),1.2 GHz,,,microSD  up to 32 GB (dedicated slot),2 GB,512 MB RAM,1.3 MP,No,Yes,Yes,Accelerometer,Non-removable Li-Ion 4000 mAh battery,Black/White,90,http://cdn2.gsmarena.com/vv/bigpic/karbonn-st9.jpg,,,
Karbonn,Smart Tab 8,8.0 inches,Android 4.1.1 (Jelly Bean),Dual-core 1.5 GHz Cortex-A9,,,microSD  up to 32 GB (dedicated slot),1.5 GB,1 GB RAM,3.15 MP,Yes,Yes,Yes,Accelerometer,Non-removable Li-Ion 4500 mAh battery,Black/White,100,http://cdn2.gsmarena.com/vv/bigpic/karbonn-st8.jpg,,,
Karbonn,Smart Tab 10,9.7 inches,Android 4.1.1 (Jelly Bean),Dual-core 1.5 GHz Cortex-A9,,Mali-400,microSD  up to 32 GB (dedicated slot),1.5 GB,1 GB RAM,2 MP,Yes,Yes,Yes,Accelerometer,Non-removable Li-Ion 6000 mAh battery,Black/White,140,http://cdn2.gsmarena.com/vv/bigpic/karbonn-st10.jpg,,,
Karbonn,Smart Tab2,7.0 inches,Android 4.1 (Jelly Bean),1.2 GHz,,,microSD  up to 32 GB (dedicated slot),1 GB,512 MB RAM,2 MP,No,Yes,Yes,Accelerometer,Non-removable Li-Ion 3700 mAh battery,Black/White,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-st72.jpg,,,
Karbonn,Smart Tab 7,8.0 inches,Android 4.0 (Ice Cream Sandwich)| upgradeable to 4.1 (Jelly Bean),1.2 GHz,Vivante GC860,Mali-400,microSD  up to 32 GB (dedicated slot),1 GB,512 MB RAM,2 MP,No,Yes,Yes,Accelerometer,Non-removable Li-Ion 3700 mAh battery,Black/White,80,http://cdn2.gsmarena.com/vv/bigpic/karbonn-st7.jpg,,,
Karbonn,KT21 Express,2.8 inches,,,,,microSD  up to 32 GB (dedicated slot),,,3.15 MP| LED flash,No,Yes,Yes,Proximity,Removable Li-Ion 1000 mAh battery,Black,40,http://cdn2.gsmarena.com/vv/bigpic/karbonn-kt21.jpg,,,
Karbonn,K65 Buzz,3.5 inches,,,,,microSD  up to 8 GB (dedicated slot),,,2 MP,No,Yes,Yes,,Removable Li-Ion 1200 mAh battery,White,40,http://cdn2.gsmarena.com/vv/bigpic/karbonn-k65-buzz.jpg,,,
Karbonn,K9 Jumbo,2.4 inches (~31.0% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,,Removable Li-Ion 1800 mAh battery,Black| Red,30,http://cdn2.gsmarena.com/vv/bigpic/karbonn-k9.jpg,,,
Karbonn,A9,3.8 inches (~56.6% screen-to-body ratio),Android 2.3.6 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),512 MB,,5 MP| autofocus| LED flash,Yes,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1600 mAh battery,Black| White,110,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a9.jpg,,,
Karbonn,KT62,2.8 inches (~44.1% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,Yes,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery,Black/Red,30,http://cdn2.gsmarena.com/vv/bigpic/karbonn-kt62.jpg,,,
