name,model,display_resolution,OS,processor,Chipset,GPU,memory,storage,ram,primary_camera,secondary_camera,loud_speaker,audio_jack,sensors,battery,colors,price,img_url,,,
Nokia,C5-04,3.2 inches (~52.5% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,600 MHz,,,microSD  up to 16 GB (dedicated slot),60 MB,128 MB RAM| 256 MB ROM,2 MP,No,Yes,Yes,Accelerometer,Removable Li-Ion 1000 mAh battery (Bl-4U),Graphite Black| Aluminium Grey| Red| Orange| Blue| Black Illuvial| White Illuvial| White/Red| White/Orange,100,http://cdn2.gsmarena.com/vv/bigpic/nokia-c5-04.jpg,,,
Nokia,101,1.8 inches (~20.4% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),,,,,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C) - India market,Phantom Black| Coral Red,40,http://cdn2.gsmarena.com/vv/bigpic/nokia-101.jpg,,,
Nokia,100,1.8 inches (~20.4% screen-to-body ratio),,,,,No,,,,,Yes,Yes,,Removable Li-Ion 850 mAh battery (BL-5CB),Legion Blue| Festival  Pink| Ocean Blue Phantom Black| Coral Red,50,http://cdn2.gsmarena.com/vv/bigpic/nokia-100.jpg,,,
Nokia,701,3.5 inches (~50.7% screen-to-body ratio),Symbian Belle| upgradeable to Belle FP1,1.0 GHz ARM11 (1.3GHz after update),,,microSD  up to 32 GB (dedicated slot),8 GB,512 MB RAM| 1 GB ROM,8 MP| fixed focus| dual-LED flash| ,VGA,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1300 mAh battery (BL-5K),Steel dark| silver light| amethyst violet| white,150,http://cdn2.gsmarena.com/vv/bigpic/nokia-701.jpg,,,
Nokia,700,3.2 inches (~50.6% screen-to-body ratio),Symbian Belle| upgradeable to Belle FP1,1.0 GHz ARM11 (1.3GHz after update),,,microSD  up to 32 GB (dedicated slot),2 GB,1 GB ROM| 512 MB RAM,5 MP| fixed focus| LED flash| ,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1080 mAh battery (BP-5Z),Cool Grey| Silver/White| Coral Red| Peacock Blue and  Purple,140,http://cdn2.gsmarena.com/vv/bigpic/nokia-700.jpg,,,
Nokia,600,3.2 inches (~48.0% screen-to-body ratio),Symbian Belle OS,1.0 GHz,,,microSD  up to 32 GB (dedicated slot)  2 GB included,2 GB,,5 MP| fixed focus| LED flash,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1200 mAh battery (BL-4J),Black| White| Pink and Lime,240,http://cdn2.gsmarena.com/vv/bigpic/nokia-600.jpg,,,
Nokia,C3-01 Gold Edition,2.4 inches (~33.8% screen-to-body ratio),,1.0 GHz,,,microSD  up to 32 GB (dedicated slot),140 MB,64 MB RAM| 128 MB ROM,5 MP| LED flash,No,Yes,Yes,,Removable Li-Ion 1050 mAh battery (BL-5CT),Gold,180,http://cdn2.gsmarena.com/vv/bigpic/Nokia-C3-01-Gold-Edition.jpg,,,
Nokia,500,3.2 inches (~47.1% screen-to-body ratio),Symbian Anna| upgradeable to Nokia Belle OS,1.0 GHz ARM 11,,,microSD  up to 32 GB (dedicated slot),2 GB,256 MB RAM| 512 MB ROM,5 MP| ,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1110 mAh battery (BL-4U),Black/White with covers in Black| Azure Blue| Coral Red| Purple| Khaki| Orange| Green| Pink| Silver,110,http://cdn2.gsmarena.com/vv/bigpic/nokia-500.jpg,,,
Nokia,N9,3.9 inches (~58.8% screen-to-body ratio),MeeGo 1.2 Harmattan,1.0 GHz Cortex A8,TI OMAP 3630,PowerVR SGX530,No,16/64 GB,1 GB RAM,8 MP| Carl Zeiss optics| autofocus| dual-LED flash| ,VGA,Yes,Yes,Accelerometer| proximity| compass,Non-removable Li-Ion 1450 mAh battery (BV-5JW),Black| Cyan| Magenta| Glossy white,140,http://cdn2.gsmarena.com/vv/bigpic/Nokia-N9-00-cyan.jpg,,,
Nokia,C5 5MP,2.2 inches (~29.0% screen-to-body ratio),Symbian 9.3| Series 60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 32 GB (dedicated slot)  2 GB included,270 MB,256 MB RAM| 512 MB ROM,5 MP| fixed focus| LED flash,VGA videocall camera,Yes with stereo speakers,Yes,,Removable Li-Ion 1050 mAh battery (BL-5CT),White| Warm Grey| All Black,110,http://cdn2.gsmarena.com/vv/bigpic/nokia-c5-00-5mp1.jpg,,,
Nokia,C2-06,2.6 inches (~39.5% screen-to-body ratio),,,,,microSD  up to 32 GB (dedicated slot)  2 GB included,10 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Graphite,110,http://cdn2.gsmarena.com/vv/bigpic/Nokia-C2-06-graphite.jpg,,,
Nokia,C2-03,2.6 inches (~39.5% screen-to-body ratio),,,,,microSD  up to 32 GB (dedicated slot)  2 GB included,10 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Chrome Black| Golden White,70,http://cdn2.gsmarena.com/vv/bigpic/Nokia-C2-03-white-light-gold.jpg,,,
Nokia,C2-02,2.6 inches (~39.5% screen-to-body ratio),,,,,microSD  up to 32 GB (dedicated slot)  2 GB included,10 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Chrome Black| Golden White,70,http://cdn2.gsmarena.com/vv/bigpic/nokia-c2-02.jpg,,,
Nokia,702T,2.46 inches (~26.5% screen-to-body ratio),Symbian Anna OS,680 MHz ARM 11,,,microSD  up to 32 GB (dedicated slot),8 GB,256 MB RAM| 1 GB ROM,8 MP| fixed focus| dual-LED flash,VGA,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1200 mAh battery (BL-4D),Black| White,180,http://cdn2.gsmarena.com/vv/bigpic/nokia-702t.jpg,,,
Nokia,T7,3.5 inches (~50.4% screen-to-body ratio),Symbian^3| upgradable to Nokia Belle OS,680 MHz ARM 11,,,microSD  up to 32 GB (dedicated slot),290 MB,256 MB RAM| 1 GB ROM,8 MP| fixed focus| dual-LED flash,VGA,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1200 mAh battery (BL-4D),Black| Lime,240,http://cdn2.gsmarena.com/vv/bigpic/nokia-t7-00-ofic.jpg,,,
Nokia,N950,4.0 inches,MeeGo 1.2 Harmattan OS,1.0 GHz Cortex-A8,TI OMAP 3630,PowerVR SGX530,No,8.5 GB user available,1 GB RAM,12 MP| autofocus| dual-LED flash,Yes,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1320 mAh battery,Black,40,http://cdn2.gsmarena.com/vv/bigpic/nokia-n950.jpg,,,
Nokia,Oro,3.5 inches (~50.1% screen-to-body ratio),Symbian Anna OS,680 MHz ARM 11,,Broadcom BCM2727,microSD  up to 32 GB (dedicated slot),8 GB,256 MB RAM| 512 MB ROM,8 MP| fixed focus| dual-LED flash,VGA,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1200 mAh battery (BL-5K),Nokia Oro Light| Nokia Oro Dark,230,http://cdn2.gsmarena.com/vv/bigpic/nokia-oro.jpg,,,
Nokia,X1-01,1.8 inches (~19.2% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),,,,,Yes,Yes,,Removable Li-Ion 1320 mAh battery (BL-5J),Red| Dark Grey| Ocean Blue| Orange| White,30,http://cdn2.gsmarena.com/vv/bigpic/nokia-x1-01.jpg,,,
Nokia,X7-00,4.0 inches (~58.7% screen-to-body ratio),Symbian Anna| upgradeable to Nokia Belle OS,680 MHz ARM 11,,Broadcom BCM2727,microSD  up to 32 GB (dedicated slot)  8 GB included,1 GB ROM,256 MB RAM,8 MP| fixed focus| dual-LED flash| ,No,Yes with stereo speakers,Yes,Accelerometer| proximity,Removable Li-Ion 1200 mAh battery (BL-5K),Dark steel| Silver steel,180,http://cdn2.gsmarena.com/vv/bigpic/nokia-x7-ofic.jpg,,,
Nokia,E6,2.46 inches (~27.5% screen-to-body ratio),Symbian Anna| upgradeable to Nokia Belle OS,680 MHz ARM 11,,,microSD  up to 32 GB (dedicated slot),8 GB,256 MB RAM| 1 GB ROM,8 MP| fixed focus| dual-LED flash| ,VGA,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Po 1500 mAh battery (BP-4L),Black| White| Silver,140,http://cdn2.gsmarena.com/vv/bigpic/nokia-e6-00-ofic.jpg,,,
Nokia,C7 Astound,3.5 inches (~50.7% screen-to-body ratio),Symbian^3| upgradable to Nokia Belle OS,680 MHz ARM 11,,Broadcom BCM2727,microSD  up to 32 GB (dedicated slot),8 GB,256 MB RAM,8 MP| fixed focus| dual-LED flash,VGA,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1200 mAh battery (BL-5K),Frosty metal,220,http://cdn2.gsmarena.com/vv/bigpic/nokia-astound.jpg,,,
Nokia,X1-00,1.8 inches (~19.2% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),,,,,Yes,Yes,,Removable Li-Ion 1320 mAh battery (BL-5J),Orange| Ocean blue| dark gray,40,http://cdn2.gsmarena.com/vv/bigpic/nokia-x1-00.jpg,,,
Nokia,X2-01,2.4 inches (~25.0% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),55 MB,64 MB RAM| 128 MB ROM,VGA,No,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Red| DeepGrey| Silver| Lilac| Azure,50,http://cdn2.gsmarena.com/vv/bigpic/nokia-x2-01-ofic.jpg,,,
Nokia,C2-01,2.0 inches (~24.1% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),43 MB,64 MB RAM| 128 MB ROM,3.15 MP| ,No,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Black| Warm silver| White,70,http://cdn2.gsmarena.com/vv/bigpic/nokia-c2-01-ofic.jpg,,,
Nokia,C5-03,3.2 inches (~52.3% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,600 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  2 GB included,40 MB,128 MB RAM,5 MP| ,No,Yes,Yes,Accelerometer,Removable Li-Ion 1000 mAh battery,Graphite Black| Lime Green| Petrol Blue| Aluminum Grey| Pink/black,100,http://cdn2.gsmarena.com/vv/bigpic/nokia-c5-03.jpg,,,
Nokia,E7,4.0 inches (~57.1% screen-to-body ratio),Symbian^3| upgradable to Nokia Belle OS,680 MHz ARM 11,,Broadcom BCM2727,No,16 GB,256 MB RAM| 1 GB ROM,8 MP| fixed focus| dual-LED flash| ,VGA,Yes,Yes,Accelerometer| proximity| compass,Non-removable Li-Ion 1200 mAh battery (BL-4D),Dark Grey| Silver White| Green| Blue| Orange,150,http://cdn2.gsmarena.com/vv/bigpic/nokia-e7.jpg,,,
Nokia,C6-01,3.2 inches (~51.8% screen-to-body ratio),Symbian^3| upgradable to Nokia Belle OS,680 MHz ARM 11,,Broadcom BCM2727,microSD  up to 32 GB (dedicated slot)  2 GB included,340 MB,256 MB RAM| 1 GB ROM,8 MP| fixed focus| dual-LED flash| ,VGA,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1050 mAh battery (BL-5CT),Silver Grey| Black,170,http://cdn2.gsmarena.com/vv/bigpic/nokia-c6-01-ofic.jpg,,,
Nokia,C7,3.5 inches (~50.7% screen-to-body ratio),Symbian^3| upgradable to Nokia Belle OS,680 MHz ARM 11,,Broadcom BCM2727,microSD  up to 32 GB (dedicated slot),8 GB,256 MB RAM| 1 GB ROM,8 MP| fixed focus| dual-LED flash| ,VGA,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1200 mAh battery (BL-5K),Charcoal black| Frosty metal| Mahogany brown,150,http://cdn2.gsmarena.com/vv/bigpic/nokia-c7-ofic.jpg,,,
Nokia,C3-01 Touch and Type,2.4 inches (~33.8% screen-to-body ratio),,680 MHz (RM-640)/ 1.0 GHz (RM-776),,,microSD  up to 32 GB (dedicated slot),30 MB,64 MB RAM| 128 MB ROM,5 MP| LED flash| ,No,Yes,Yes,,Removable Li-Ion 1050 mAh battery (BL-5CT),Silver| Warm grey| Golden khaki,70,http://cdn2.gsmarena.com/vv/bigpic/Nokia-C3-Touch-and-Type.jpg,,,
Nokia,5250,2.8 inches (~42.4% screen-to-body ratio),Symbian| S60 rel. 5,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot),51 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery (BL-4U),Dark Grey| Blue| Red| Purple| White,60,http://cdn2.gsmarena.com/vv/bigpic/nokia-5250.jpg,,,
Nokia,X3 Touch and Type S,,,,,,microSD  up to 32 GB (dedicated slot),,,Yes,No,Yes,Yes,,Removable Li-Ion battery,Various,230,http://cdn2.gsmarena.com/vv/bigpic/nokia-x3-02-touch-and-type.jpg,,,
Nokia,X3-02 Touch and Type,2.4 inches (~34.7% screen-to-body ratio),,1.0 GHz (RM-775) / 680 MHz (RM-639),,,microSD  up to 32 GB (dedicated slot),256 MB ROM,128 MB RAM (RM-775)| 128 MB ROM| 64 MB RAM (RM-639),5 MP| ,No,Yes,Yes,,Removable Li-Ion 860 mAh battery (BL-4S),White Silver| Dark Metal| Petrol Blue| Pink| Lilac,80,http://cdn2.gsmarena.com/vv/bigpic/Nokia-X3-02.jpg,,,
Nokia,X6 8GB,3.2 inches (~49.9% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,No,8 GB,128 MB RAM,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash| video light,QCIF@15fps,Yes with stereo speakers,Yes,Accelerometer| proximity,Removable Li-Ion 1320 mAh battery (BL-5J),Azure| Black|  Amethyst,70,http://cdn2.gsmarena.com/vv/bigpic/nokia-x6-8gb.jpg,,,
Nokia,X5-01,2.36 inches (~35.0% screen-to-body ratio),Symbian OS 9.3| Series 60 v3.2 UI,600 MHz ARM 11,,,microSD  up to 32 GB (dedicated slot)  2 GB included,200 MB,,5 MP| LED flash| ,No,Yes,Yes,Accelerometer,Removable Li-Ion 950 mAh battery (BL-5F),Pink| Azure| Graphite Black| Yellow Green| Purple,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-x5-ofic.jpg,,,
Nokia,5233,3.2 inches (~49.2% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot),70 MB,128 MB RAM,2 MP,No,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1320 mAh battery (BL-5J),Black| White; various back covers,100,http://cdn2.gsmarena.com/vv/bigpic/nokia-5228.jpg,,,
Nokia,E73 Mode,2.4 inches (~26.8% screen-to-body ratio),Symbian OS 9.3| Series 60 v3.2 UI,,,,microSD  up to 16 GB (dedicated slot)  4 GB included,250 MB,,5 MP| autofocus| LED flash,VGA videocall camera,Yes,Yes,Accelerometer| compass,Removable Li-Po 1500 mAh battery (BP-4L),Titanium,120,http://cdn2.gsmarena.com/vv/bigpic/Nokia-E73-Mode-ofic.jpg,,,
Nokia,C2-00,1.8 inches (~21.0% screen-to-body ratio),,,,,microSD  up to 32 GB (dedicated slot),64 MB ROM,16 MB RAM,VGA,No,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Dynamic Gray| Jet Black| Magenta| Dark Blue| Snow White,50,http://cdn2.gsmarena.com/vv/bigpic/nokia-c2-00.jpg,,,
Nokia,C1-02,1.8 inches (~21.0% screen-to-body ratio),,,,,microSD  up to 32 GB (dedicated slot),10 MB,64 MB ROM| 16 MB RAM,,,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C) / 800 mAh battery (BL-5CB),Black| Dark Plum| Blue and Cool Grey,40,http://cdn2.gsmarena.com/vv/bigpic/nokia-c1-02.jpg,,,
Nokia,C1-01,1.8 inches (~21.0% screen-to-body ratio),,,,,microSD  up to 32 GB (dedicated slot),10 MB,16 MB RAM| 64 MB ROM,600 x 480,No,Yes,Yes,,Removable Li-Ion 800 mAh battery (BL-5CB),Dark Grey| Warm Grey| Red and Midnight Blue,50,http://cdn2.gsmarena.com/vv/bigpic/nokia-c1-01.jpg,,,
Nokia,C1-00,1.8 inches (~21.2% screen-to-body ratio),,,,,No,,,,,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Medium Blue| Red| Light Gray| Sea Green,30,http://cdn2.gsmarena.com/vv/bigpic/nokia-c1-00.jpg,,,
Nokia,N8,3.5 inches (~50.3% screen-to-body ratio),Symbian^3| upgradable to Nokia Belle Refresh,680 MHz ARM 11,,Broadcom BCM2727,microSD  up to 32 GB (dedicated slot),16 GB,256 MB RAM| 512 MB ROM,12 MP| Carl Zeiss optics| autofocus| Xenon flash| ,VGA videocall camera,Yes,Yes,Accelerometer| proximity| compass,Non-removable Li-Ion 1200 mAh battery (BL-4D),Dark Grey| Silver White| Green| Blue| Orange| Pink| Bronze,140,http://cdn2.gsmarena.com/vv/bigpic/nokia-n8-silver.jpg,,,
Nokia,X2-00,2.2 inches (~28.7% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  2 GB included,48 MB,128 MB ROM| 64 MB RAM,5 MP| LED flash| ,No,Yes with stereo speakers,Yes,,Removable Li-Ion 860 mAh battery (BL-4C),Red on Black| Blue on SIlver,40,http://cdn2.gsmarena.com/vv/bigpic/nokia-x2.jpg,,,
Nokia,C6,3.2 inches (~47.1% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  2 GB included,240 MB,,5 MP| autofocus| LED flash| ,QVGA,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1200 mAh battery (BL-4J),White| Black,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-c6-ofic-new.jpg,,,
Nokia,E5,2.36 inches (~25.5% screen-to-body ratio),Symbian 9.3| Series 60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 32 GB (dedicated slot)  2 GB included,250 MB,256 MB RAM,5 MP| fixed-focus| LED flash| ,No,Yes,Yes,,Removable Li-Ion 1200 mAh battery (BL-4D),Carbon Black| Chalk White| Sky Blue| Copper Brown| Silver Grey,90,http://cdn2.gsmarena.com/vv/bigpic/nokia-e5-ofic.jpg,,,
Nokia,C3,2.4 inches (~26.6% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot)  2 GB included,55 MB,64 MB RAM| 128 MB ROM,2 MP,No,Yes,Yes,,Removable Li-Ion 1320 mAh battery (BL-5J),Slate Grey| Golden White| Hot Pink| Black,90,http://cdn2.gsmarena.com/vv/bigpic/nokia-c3-ofic.jpg,,,
Nokia,C5,2.2 inches (~29.1% screen-to-body ratio),Symbian 9.3| Series 60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  2 GB included,50 MB,128 MB RAM,3.15 MP| LED flash| ,VGA videocall camera,Yes with stereo speakers,Yes,,Removable Li-Ion 1050 mAh battery (BL-5CT),White| Warm Grey,110,http://cdn2.gsmarena.com/vv/bigpic/nokia-c5.jpg,,,
Nokia,C5 TD-SCDMA,2.4 inches (~33.2% screen-to-body ratio),Symbian 9.3| Series 60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 8 GB (dedicated slot),256 MB,,5 MP| autofocus,VGA videocall camera,Yes with stereo speakers,Yes,,Removable Li-Ion 950 mAh battery (BL-5F),White| Black,70,http://cdn2.gsmarena.com/vv/bigpic/nokia-c5-china.jpg,,,
Nokia,X5 TD-SCDMA,2.4 inches (~31.7% screen-to-body ratio),Symbian 9.3| Series 60 rel. 3.2,,,,microSD  up to 8 GB (dedicated slot),256 MB,,5 MP| autofocus| dual-LED flash,VGA videocall camera,Yes with stereo speakers,Yes,Accelerometer,Removable Li-Ion 950 mAh battery (BL-5F),Various,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-x5.jpg,,,
Nokia,6303i classic,2.2 inches (~29.8% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  2 GB included,55 MB,,3.15 MP| fixed-focus| Dual-LED flash| ,No,Yes,Yes,,Removable Li-Ion 1050 mAh battery (BL-5CT),Steel| Matt Black| Chestnut| Illuvial pink| White on Silver| Khaki on Gold,80,http://cdn2.gsmarena.com/vv/bigpic/nokia-6303i-classic.jpg,,,
Nokia,5132 XpressMusic,2.0 inches (~24.7% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  1 GB included,30 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion 1200 mAh battery (BL-5C),Gray| Yellow,70,http://cdn2.gsmarena.com/vv/bigpic/nokia-5132.jpg,,,
Nokia,X6 16GB,3.2 inches (~49.9% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,No,16 GB,128 MB RAM,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash| video light,QCIF@15fps,Yes with stereo speakers,Yes,Accelerometer| proximity,Removable Li-Ion 1320 mAh battery (BL-5J),Black| Pink on White| Yellow on White,130,http://cdn2.gsmarena.com/vv/bigpic/nokia-x6-16gb-pink.jpg,,,
Nokia,2710 Navigation Edition,2.2 inches (~29.5% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  2 GB included,128 MB ROM,64 MB RAM,2 MP,No,Yes,Yes,Accelerometer| compass,Removable Li-Ion 1020 mAh battery (BL-5C),Jet Black| Warm Silver| White Silver,90,http://cdn2.gsmarena.com/vv/bigpic/nokia-2710-navigation-edition.jpg,,,
Nokia,X6,3.2 inches (~49.9% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,No,32 GB,128 MB RAM,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash| video light| ,QCIF@15fps,Yes with stereo speakers,Yes,Accelerometer| proximity,Removable Li-Ion 1320 mAh battery (BL-5J),Blue on White| Red on Black,130,http://cdn2.gsmarena.com/vv/bigpic/nokia-x6.jpg,,,
Nokia,6700 slide,2.2 inches (~34.2% screen-to-body ratio),Symbian 9.3| S60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  2 GB included,45 MB,128 MB RAM,5 MP| Carl Zeiss optics| autofocus| LED flash| ,VGA,Yes,No,,Removable Li-Ion 860 mAh battery,Aluminum| Pink| Petrol-blue| Red| Lime| Purple,90,http://cdn2.gsmarena.com/vv/bigpic/nokia-6700-slide.jpg,,,
Nokia,7230,2.4 inches (~37.9% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  2 GB included,45 MB,,3.15 MP,No,Yes,Yes,,Removable Li-Ion 860 mAh battery (BL-4CT),Graphite| Hot Pink,80,http://cdn2.gsmarena.com/vv/bigpic/nokia-7230.jpg,,,
Nokia,5330 Mobile TV Edition,2.4 inches (~36.8% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  1 GB included,70 MB,,3.15 MP| enhanced fixed focus| LED flash| ,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery (BL-4U),Glossy Black| Glossy White,140,http://cdn2.gsmarena.com/vv/bigpic/nokia-5330-mobile-tv.jpg,,,
Nokia,2690,1.8 inches (~20.8% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,Yes,,Removable Li-Ion 860 mAh battery (BL-4C),Graphite| White silver| Hot pink| Blue,50,http://cdn2.gsmarena.com/vv/bigpic/nokia-2690.jpg,,,
Nokia,2220 slide,1.8 inches (~22.3% screen-to-body ratio),,,,,No,32 MB,,VGA,No,Yes,Yes,,Removable Li-Ion 860 mAh battery (BL-4C),Hot Pink| Graphite| Turquoise| Warm Silver| Purple| Blue,50,http://cdn2.gsmarena.com/vv/bigpic/nokia-2220.jpg,,,
Nokia,1800,1.8 inches (~21.2% screen-to-body ratio),,,,,No,,,,,Yes,No,,Removable Li-Ion 800 mAh battery (BL-5CB),Silver Grey| Black| Orchid Red| Ash Blue,30,http://cdn2.gsmarena.com/vv/bigpic/nokia-1800.jpg,,,
Nokia,1616,1.8 inches (~21.2% screen-to-body ratio),,,,,No,,,,,Yes,Yes,,Removable Li-Ion 800 mAh battery (BL-5CB),Black| Dark Blue| Dark Gray| Dark Red,20,http://cdn2.gsmarena.com/vv/bigpic/nokia-1616.jpg,,,
Nokia,1280,1.36 inches (~11.6% screen-to-body ratio),,,,,No,,,,,Yes,Yes,,Removable Li-Ion 800 mAh battery (BL-5CB),Black| Gray| Blue| Orchid,20,http://cdn2.gsmarena.com/vv/bigpic/nokia-1280.jpg,,,
Nokia,5235 Comes With Music,3.2 inches (~49.2% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot),70 MB,,2 MP,No,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1320 mAh battery(BL-5J),Black| White,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-5235.jpg,,,
Nokia,6788,2.8 inches (~41.9% screen-to-body ratio),Symbian 9.3| S60 rel. 3.2,264 MHz ARM 9,,,microSD  up to 8 GB (dedicated slot),4 GB,128 MB RAM| 256 MB ROM,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash,VGA videocall camera,Yes with stereo speakers,Yes,Accelerometer,Removable Li-Ion 1200 mAh battery (BL-6F),Black| Brown,130,http://cdn2.gsmarena.com/vv/bigpic/nokia-6788.jpg,,,
Nokia,N97 mini,3.2 inches (~47.6% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot),8 GB,128 MB RAM,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash| video light| ,VGA@15fps,Yes with stereo speakers,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1200 mAh battery (BL-4D),Gold| Cherry Black| Garnet| White,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-n97-mini.jpg,,,
Nokia,X3,2.2 inches (~31.7% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  2 GB included,46 MB,,3.2 MP| enhanced fixed focus| ,No,Yes with stereo speakers,Yes,,Removable Li-Ion 860 mAh battery (BL-4CT),Red on Black| Blue on Silver,90,http://cdn2.gsmarena.com/vv/bigpic/nokia-x3.jpg,,,
Nokia,N900,3.5 inches (~52.6% screen-to-body ratio),Maemo 5,600 MHz Cortex-A8,TI OMAP 3430,PowerVR SGX530,microSD  up to 16 GB (dedicated slot),32 GB,256 MB RAM,5 MP| Carl Zeiss optics| autofocus| Dual-LED flash| ,VGA,Yes with stereo speakers,Yes,Accelerometer| proximity,Removable Li-Ion 1320 mAh battery (BL-5J),Black,160,http://cdn2.gsmarena.com/vv/bigpic/nokia-n900.jpg,,,
Nokia,5230,3.2 inches (~49.2% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot),70 MB,128 MB RAM,2 MP,No,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1320 mAh battery (BL-5J),Black| White,80,http://cdn2.gsmarena.com/vv/bigpic/nokia-5230.jpg,,,
Nokia,3208c,2.4 inches (~33.8% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot)  1 GB included,13 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Pearl White| Graphite Black,90,http://cdn2.gsmarena.com/vv/bigpic/nokia-3208c.jpg,,,
